net_user,age,friend_cnt,avg_friend_age,avg_friend_male,friend_country_cnt,subscriber_friend_cnt,songsListened,subscription_spending_$,posts,playlists,shouts,adopter,tenure,good_country,age_category,gender,songsListened_monthly,social_activity
krazyk138,,10.0,21.5,0.857142857,2.0,0.0,89741,0,0,0,59.0,0,60.0,Unknown,Unknown,Unknown,1471.1639344262296,59.0
kreciol87,22.0,6.0,23.4,0.666666667,1.0,0.0,42618,28,0,0,4.0,0,39.0,False,Adults,Male,1065.45,4.0
krecique,,12.0,24.11111111,0.4,4.0,0.0,30392,358,0,0,24.0,0,50.0,False,Unknown,Female,595.9215686274509,24.0
kreestan,20.0,32.0,20.23529412,0.545454546,3.0,0.0,46636,274,0,0,69.0,0,57.0,True,Teens,Female,804.0689655172414,69.0
krejzibijach,23.0,11.0,23.6,0.818181818,3.0,0.0,17151,106,0,0,4.0,0,27.0,False,Adults,Male,612.5357142857143,4.0
kreuzfeuer88,18.0,112.0,22.92982456,0.78313253,22.0,9.0,52995,605,5,0,581.0,0,33.0,True,Teens,Male,1558.6764705882354,586.0
kriegsfisch,24.0,10.0,22.9,0.555555556,2.0,1.0,86545,324,205,2,482.0,0,64.0,True,Adults,Male,1331.4615384615386,689.0
krikke,25.0,20.0,24.5,0.823529412,2.0,0.0,60477,2,9,2,8.0,0,80.0,False,Adults,Male,746.6296296296297,19.0
kringle20,26.0,32.0,28.47619048,0.814814815,10.0,0.0,62730,1222,0,1,37.0,0,70.0,True,Adults,Female,883.5211267605633,38.0
kris411,28.0,2.0,24.5,1.0,1.0,0.0,68461,0,0,0,5.0,0,67.0,True,Adults,Unknown,1006.7794117647059,5.0
krishian,28.0,19.0,25.5,0.928571429,6.0,0.0,74287,0,7,0,6.0,0,86.0,False,Adults,Male,853.8735632183908,13.0
krisser,24.0,45.0,23.38888889,0.295454546,6.0,0.0,81120,139,40,0,123.0,0,77.0,True,Adults,Female,1040.0,163.0
krissi23,21.0,16.0,22.44444444,0.785714286,2.0,0.0,31572,110,0,1,34.0,0,38.0,True,Adults,Female,809.5384615384615,35.0
krissletoff,,0.0,,,0.0,0.0,14581,0,0,0,0.0,0,20.0,Unknown,Unknown,Unknown,694.3333333333334,0.0
kristhelheim,24.0,53.0,24.97368421,0.688888889,14.0,2.0,70966,513,8,0,32.0,0,59.0,False,Adults,Male,1182.7666666666667,40.0
kristi-and,19.0,6.0,20.8,0.8,1.0,0.0,53486,67,0,0,4.0,0,38.0,False,Teens,Male,1371.4358974358975,4.0
kristianespedal,,3.0,18.33333333,1.0,1.0,0.0,13574,0,0,0,5.0,0,20.0,Unknown,Unknown,Unknown,646.3809523809524,5.0
kristin_ashley,,4.0,26.0,0.5,2.0,0.0,13793,37,0,0,4.0,0,14.0,Unknown,Unknown,Female,919.5333333333333,4.0
kristina_6,22.0,99.0,23.33333333,0.864583333,35.0,2.0,41303,261,6,0,491.0,0,26.0,False,Adults,Female,1529.7407407407406,497.0
kristinap96,15.0,0.0,,,0.0,0.0,14635,3,0,0,1.0,0,18.0,False,Teens,Female,770.2631578947369,1.0
kristinawithak,28.0,1.0,27.0,0.0,0.0,0.0,5533,0,0,0,2.0,0,9.0,True,Adults,Female,553.3,2.0
kristoff13,26.0,7.0,21.83333333,0.857142857,1.0,0.0,16959,2,0,1,1.0,0,25.0,False,Adults,Male,652.2692307692307,2.0
kristofvbaarle,,7.0,22.5,0.857142857,1.0,0.0,19372,8,0,0,3.0,0,26.0,Unknown,Unknown,Unknown,717.4814814814815,3.0
kristosbaby,25.0,16.0,24.2,0.642857143,3.0,1.0,22935,24,0,0,,0,41.0,True,Adults,Male,546.0714285714286,
kriswalk1311,24.0,23.0,23.94736842,0.909090909,10.0,1.0,58132,28,0,0,14.0,0,49.0,False,Adults,Female,1162.64,14.0
kritchai_arm,22.0,11.0,23.625,0.5,1.0,0.0,43226,71,0,0,10.0,0,13.0,False,Adults,Male,3087.5714285714284,10.0
krivodanovka,,4.0,22.66666667,0.75,1.0,0.0,6079,98,0,0,7.0,0,7.0,False,Unknown,Unknown,759.875,7.0
kriwol,,3.0,21.0,1.0,1.0,0.0,20721,6,0,1,1.0,0,36.0,False,Unknown,Male,560.027027027027,2.0
krizzy94,17.0,1.0,,,0.0,0.0,16144,0,0,0,2.0,0,18.0,True,Teens,Female,849.6842105263158,2.0
krizzy_,22.0,61.0,24.63043478,0.87037037,21.0,1.0,63830,5,0,1,141.0,0,57.0,True,Adults,Female,1100.5172413793102,142.0
krki_krki,19.0,16.0,18.57142857,0.866666667,5.0,1.0,34907,1215,0,0,4.0,0,23.0,False,Teens,Male,1454.4583333333333,4.0
krknose,24.0,50.0,24.17241379,0.571428571,13.0,1.0,76649,205,717,0,432.0,0,57.0,False,Adults,Male,1321.5344827586207,1149.0
krknutsen,,1.0,27.0,1.0,1.0,0.0,24507,2,0,0,1.0,0,35.0,Unknown,Unknown,Unknown,680.75,1.0
krmitt5,,0.0,,,0.0,0.0,14489,976,0,0,0.0,0,24.0,Unknown,Unknown,Unknown,579.56,0.0
krns,23.0,5.0,23.0,1.0,1.0,0.0,50021,0,99,0,44.0,0,76.0,True,Adults,Male,649.6233766233767,143.0
krodney,28.0,7.0,25.33333333,0.5,3.0,0.0,13805,0,0,0,2.0,0,20.0,Unknown,Adults,Unknown,657.3809523809524,2.0
kroko_dok,,31.0,19.875,0.769230769,8.0,0.0,53479,52,0,1,45.0,0,65.0,Unknown,Unknown,Male,810.2878787878788,46.0
kroldor,20.0,27.0,19.85,0.913043478,4.0,0.0,25858,268,22,0,133.0,0,24.0,True,Teens,Male,1034.32,155.0
krolingo,,16.0,34.85714286,0.857142857,3.0,0.0,32610,86,2,1,9.0,0,60.0,True,Unknown,Unknown,534.5901639344262,12.0
krolman,18.0,8.0,17.28571429,0.375,1.0,0.0,21347,4,0,0,4.0,0,14.0,False,Teens,Male,1423.1333333333334,4.0
kromal19966,15.0,17.0,15.85714286,0.533333333,2.0,0.0,27311,76,0,0,26.0,0,39.0,False,Teens,Male,682.775,26.0
kromekpl,21.0,23.0,19.76190476,0.5,2.0,0.0,34039,18,0,1,12.0,0,26.0,False,Adults,Male,1260.7037037037037,13.0
kronchev,27.0,17.0,26.14285714,0.533333333,3.0,0.0,54038,3,1,0,3.0,0,81.0,True,Adults,Male,659.0,4.0
kronikdeez,,1.0,23.0,1.0,1.0,0.0,20074,1,0,1,1.0,0,37.0,Unknown,Unknown,Unknown,528.2631578947369,2.0
kronn,,10.0,24.375,1.0,1.0,0.0,72672,9,1,0,5.0,0,62.0,False,Unknown,Male,1153.5238095238096,6.0
kronos2,20.0,102.0,19.76842105,0.14,19.0,0.0,54418,58,0,1,23.0,0,52.0,True,Teens,Male,1026.754716981132,24.0
kronos23,29.0,15.0,27.22222222,0.461538462,3.0,2.0,74881,15,0,1,5.0,0,89.0,True,Adults,Male,832.0111111111111,6.0
krosh2211,22.0,9.0,22.0,0.666666667,2.0,0.0,41264,32,0,1,3.0,0,23.0,False,Adults,Unknown,1719.3333333333333,4.0
krot2000,28.0,3.0,27.0,0.5,1.0,1.0,47805,61,0,1,5.0,0,50.0,False,Adults,Male,937.3529411764706,6.0
krouji,24.0,43.0,22.85294118,0.868421053,16.0,0.0,62155,185,1,0,62.0,0,41.0,True,Adults,Male,1479.8809523809523,63.0
kroupic,23.0,34.0,23.56,0.666666667,9.0,0.0,77963,43,6,3,86.0,0,54.0,False,Adults,Male,1417.509090909091,95.0
krowller,,13.0,18.55555556,0.4,6.0,0.0,18343,0,0,0,1.0,0,8.0,False,Unknown,Female,2038.111111111111,1.0
krqme,,1.0,23.0,1.0,1.0,0.0,11286,0,0,1,1.0,0,13.0,Unknown,Unknown,Unknown,806.1428571428571,2.0
krr,28.0,67.0,26.65116279,0.862068966,21.0,3.0,63527,359,5,0,201.0,0,67.0,False,Adults,Female,934.2205882352941,206.0
krrrtrrrwrrrr,,2.0,25.0,1.0,1.0,0.0,29039,104,10,1,6.0,0,37.0,Unknown,Unknown,Unknown,764.1842105263158,17.0
krtollaf,,1.0,20.0,0.0,1.0,0.0,27618,0,0,1,1.0,0,21.0,Unknown,Unknown,Unknown,1255.3636363636363,2.0
krustofisky,17.0,37.0,18.25,0.71875,13.0,1.0,125742,995,3,1,148.0,0,40.0,False,Teens,Male,3066.878048780488,152.0
krusty_klaymen,26.0,46.0,27.25714286,0.641025641,7.0,2.0,121748,30,22,0,38.0,0,94.0,False,Adults,Male,1281.5578947368422,60.0
kruszyynaa,,12.0,19.33333333,0.428571429,1.0,0.0,74360,69,0,1,44.0,0,25.0,Unknown,Unknown,Unknown,2860.0,45.0
krvk,,16.0,22.66666667,0.538461539,3.0,0.0,51818,0,63,0,1120.0,0,68.0,False,Unknown,Male,750.9855072463768,1183.0
krwulff,23.0,10.0,23.5,0.5,2.0,0.0,45622,3,0,0,3.0,0,25.0,True,Adults,Unknown,1754.6923076923076,3.0
krycha1212,18.0,40.0,20.1,0.517241379,5.0,0.0,15406,28,0,0,90.0,0,22.0,False,Teens,Male,669.8260869565217,90.0
kryptonate,25.0,17.0,24.4,0.823529412,3.0,0.0,106679,195,5,1,8.0,0,67.0,False,Adults,Male,1568.8088235294117,14.0
kryptonite_x,23.0,24.0,22.78571429,0.9375,6.0,0.0,34934,177,0,0,9.0,0,25.0,True,Adults,Male,1343.6153846153845,9.0
krysdt,,12.0,21.11111111,0.857142857,1.0,0.0,26512,1,0,0,4.0,0,27.0,False,Unknown,Female,946.8571428571429,4.0
krzychuuupe,20.0,27.0,19.69565217,0.5,1.0,0.0,25732,703,0,1,8.0,0,18.0,False,Teens,Male,1354.3157894736842,9.0
krzyzu_,,17.0,21.6,0.705882353,2.0,0.0,19404,192,26,0,66.0,0,27.0,False,Unknown,Male,693.0,92.0
ksam29,,1.0,21.0,1.0,1.0,0.0,6905,141,0,0,1.0,0,11.0,True,Unknown,Female,575.4166666666666,1.0
ksborg,25.0,11.0,20.75,0.777777778,6.0,0.0,42247,53,0,0,9.0,0,74.0,False,Adults,Male,563.2933333333333,9.0
kscafidi8,19.0,23.0,22.0625,0.5,7.0,2.0,21182,555,0,1,7.0,0,24.0,True,Teens,Male,847.28,8.0
kseniaoyster,,71.0,24.78571429,0.396551724,17.0,2.0,30821,75,0,0,12.0,0,36.0,Unknown,Unknown,Female,833.0,12.0
ksercrets,,2.0,17.0,0.5,1.0,0.0,21762,6,0,1,3.0,0,20.0,Unknown,Unknown,Unknown,1036.2857142857142,4.0
kshsh,,38.0,20.73913044,0.628571429,3.0,0.0,45205,172,0,0,15.0,0,28.0,False,Unknown,Male,1558.7931034482758,15.0
ksk_tang,,31.0,22.21052632,0.857142857,3.0,0.0,44489,0,0,0,3.0,0,31.0,Unknown,Unknown,Unknown,1390.28125,3.0
kski,22.0,14.0,22.0,0.846153846,3.0,0.0,33490,21,0,0,15.0,0,45.0,False,Adults,Male,728.0434782608696,15.0
ksm20,22.0,273.0,20.26699029,0.393700787,42.0,8.0,24533,262,16,1,2023.0,0,24.0,Unknown,Adults,Female,981.32,2040.0
ksmith904,,64.0,22.53488372,0.849056604,10.0,1.0,27595,21,0,0,56.0,0,30.0,Unknown,Unknown,Unknown,890.1612903225806,56.0
ksmyn,20.0,13.0,19.90909091,0.166666667,9.0,0.0,21129,0,0,0,1.0,0,7.0,False,Teens,Female,2641.125,1.0
kssiondz,,21.0,20.93333333,0.476190476,3.0,0.0,15108,119,0,1,0.0,0,20.0,False,Unknown,Male,719.4285714285714,1.0
kssmss,,33.0,22.28,0.814814815,8.0,1.0,86590,17,0,0,3.0,0,46.0,Unknown,Unknown,Unknown,1842.340425531915,3.0
kstor,,8.0,24.75,0.833333333,4.0,0.0,126474,595,2,2,0.0,0,73.0,False,Unknown,Unknown,1709.1081081081081,4.0
kstuck,,6.0,21.0,1.0,1.0,0.0,35164,263,0,0,4.0,0,62.0,True,Unknown,Male,558.1587301587301,4.0
ksuke87,43.0,181.0,23.97037037,0.319277108,34.0,7.0,340017,1,0,0,157.0,0,33.0,False,MiddleAged,Male,10000.5,157.0
ksysek,19.0,41.0,21.21428571,0.5,5.0,0.0,60971,145,5,1,60.0,0,55.0,False,Teens,Male,1088.767857142857,66.0
ksz-ksz,21.0,16.0,20.64285714,0.4,1.0,0.0,30904,2,0,0,135.0,0,42.0,False,Adults,Female,718.6976744186046,135.0
kt676,21.0,51.0,21.10526316,0.469387755,13.0,1.0,55943,6,0,1,15.0,0,36.0,True,Adults,Unknown,1511.972972972973,16.0
ktfp,26.0,32.0,24.7037037,0.5,1.0,0.0,20088,11,0,0,15.0,0,35.0,True,Adults,Male,558.0,15.0
kthxlolu,26.0,60.0,23.06666667,0.96,17.0,2.0,92873,0,19,0,49.0,0,81.0,True,Adults,Male,1132.5975609756097,68.0
ktj1991,19.0,30.0,23.35,0.708333333,8.0,0.0,68313,34,5,1,27.0,0,71.0,True,Teens,Female,948.7916666666666,33.0
ktmoolovesyou,18.0,37.0,18.89285714,0.483870968,6.0,0.0,17879,62,0,1,18.0,0,33.0,True,Teens,Female,525.8529411764706,19.0
ktrsn,,4.0,20.0,0.666666667,1.0,0.0,11002,8,0,0,1.0,0,10.0,False,Unknown,Male,1000.1818181818181,1.0
ku-ky-oh,18.0,9.0,20.14285714,0.777777778,7.0,2.0,15346,151,0,0,2.0,0,14.0,False,Teens,Male,1023.0666666666667,2.0
kuacer,,3.0,29.0,1.0,3.0,0.0,44283,103,0,1,5.0,0,64.0,True,Unknown,Male,681.276923076923,6.0
kuazel,24.0,17.0,20.30769231,0.214285714,8.0,0.0,30170,0,0,0,5.0,0,22.0,Unknown,Adults,Male,1311.7391304347825,5.0
kuba112358,19.0,18.0,18.375,0.777777778,2.0,0.0,23377,93,0,1,27.0,0,22.0,False,Teens,Male,1016.3913043478261,28.0
kubanbaker,21.0,8.0,22.57142857,0.857142857,2.0,1.0,6267,9,0,0,0.0,0,4.0,False,Adults,Male,1253.4,0.0
kubav,20.0,22.0,22.26666667,0.421052632,9.0,0.0,113240,119,0,1,9.0,0,42.0,False,Teens,Male,2633.4883720930234,10.0
kubiaszek,22.0,23.0,19.84210526,0.333333333,7.0,0.0,43006,1207,0,1,10.0,0,34.0,False,Adults,Male,1228.7428571428572,11.0
kubosh,19.0,16.0,20.21428571,0.785714286,1.0,0.0,40500,575,0,1,21.0,0,57.0,False,Teens,Male,698.2758620689655,22.0
kuchipeke,,2.0,,0.0,1.0,0.0,205018,0,0,0,2.0,0,25.0,False,Unknown,Unknown,7885.307692307692,2.0
kuci-kuci,,40.0,19.79310345,0.405405405,8.0,0.0,35823,128,1,0,225.0,0,36.0,Unknown,Unknown,Female,968.1891891891892,226.0
kucz,23.0,36.0,22.48148148,0.806451613,1.0,1.0,35117,63,3,1,196.0,0,59.0,False,Adults,Male,585.2833333333333,200.0
kucz87,24.0,31.0,22.53846154,0.366666667,6.0,0.0,43769,0,1,0,43.0,0,43.0,False,Adults,Male,994.75,44.0
kudansmammy,,3.0,,1.0,2.0,0.0,39209,52,0,0,2.0,0,35.0,False,Unknown,Unknown,1089.138888888889,2.0
kuiin,17.0,43.0,17.03125,0.023255814,5.0,0.0,20794,1617,0,0,17.0,0,22.0,False,Teens,Female,904.0869565217391,17.0
kukalaka,32.0,14.0,27.30769231,0.0,2.0,0.0,51152,1,1,0,12.0,0,82.0,True,Adults,Female,616.289156626506,13.0
kumiko106,,1.0,29.0,0.0,1.0,1.0,15200,3,0,0,1.0,0,22.0,Unknown,Unknown,Unknown,660.8695652173913,1.0
kumslinger,38.0,12.0,32.6,0.5,8.0,0.0,13812,10,0,0,7.0,0,19.0,Unknown,Adults,Male,690.6,7.0
kunasexy,19.0,10.0,20.33333333,0.777777778,4.0,0.0,20006,14,0,0,4.0,0,13.0,False,Teens,Female,1429.0,4.0
kunbauer,19.0,77.0,18.59677419,0.291666667,10.0,0.0,50831,107,0,0,41.0,0,30.0,False,Teens,Male,1639.7096774193549,41.0
kundzia_320,22.0,19.0,21.6,0.5625,1.0,0.0,30590,56,0,0,17.0,0,32.0,False,Adults,Male,926.969696969697,17.0
kungfutoast,,1.0,28.0,,0.0,0.0,17393,64,0,1,2.0,0,32.0,Unknown,Unknown,Unknown,527.060606060606,3.0
kungulungu,19.0,35.0,22.62962963,0.678571429,8.0,2.0,43890,154,2,1,21.0,0,45.0,False,Teens,Male,954.1304347826087,24.0
kunku_13,,2.0,22.0,1.0,1.0,0.0,27625,133,0,0,1.0,0,10.0,False,Unknown,Male,2511.3636363636365,1.0
kunphyoozd,,5.0,20.8,0.333333333,1.0,0.0,59257,17,0,0,26.0,0,61.0,True,Unknown,Female,955.758064516129,26.0
kunterrot,20.0,39.0,19.07407407,0.457142857,1.0,0.0,21598,65,0,0,18.0,0,35.0,True,Teens,Female,599.9444444444445,18.0
kuohu,,16.0,37.875,0.857142857,3.0,0.0,45092,1164,53,0,22.0,0,69.0,True,Unknown,Male,644.1714285714286,75.0
kupelusz13,18.0,29.0,22.15,1.0,4.0,1.0,36741,1,0,1,69.0,0,56.0,False,Teens,Male,644.578947368421,70.0
kurama221,22.0,18.0,23.46153846,0.75,4.0,0.0,47542,94,0,0,14.0,0,32.0,False,Adults,Female,1440.6666666666667,14.0
kuranis,,2.0,,0.5,1.0,0.0,85941,21,1,8,2.0,0,40.0,Unknown,Unknown,Unknown,2096.121951219512,11.0
kuratakeshima,19.0,30.0,21.48,0.461538462,10.0,1.0,94537,185,1,1,24.0,0,40.0,False,Teens,Female,2305.7804878048782,26.0
kurdth,27.0,19.0,23.11111111,0.166666667,6.0,0.0,70361,83,2,2,167.0,0,58.0,False,Adults,Male,1192.5593220338983,171.0
kurishiinyoface,20.0,70.0,20.9245283,0.672131148,11.0,0.0,23614,155,1,1,93.0,0,44.0,True,Teens,Female,524.7555555555556,95.0
kuroglam,20.0,87.0,20.81538462,0.253333333,24.0,0.0,81718,514,7,1,396.0,0,36.0,False,Teens,Female,2208.5945945945946,404.0
kuromi666,20.0,25.0,19.95238095,0.4,7.0,1.0,76311,100,2,0,150.0,0,48.0,False,Teens,Female,1557.3673469387754,152.0
kuromu,24.0,14.0,24.33333333,0.181818182,4.0,0.0,25415,124,0,2,9.0,0,36.0,True,Adults,Female,686.8918918918919,11.0
kurt21855,18.0,24.0,19.7,0.181818182,4.0,0.0,16963,757,0,1,238.0,0,26.0,False,Teens,Male,628.2592592592592,239.0
kurt_k,35.0,3.0,30.5,0.5,1.0,0.0,29672,44,0,1,2.0,0,33.0,True,Adults,Male,872.7058823529412,3.0
kurtergad87,23.0,9.0,24.42857143,0.714285714,1.0,0.0,42692,20,2,1,11.0,0,63.0,False,Adults,Male,667.0625,14.0
kurtik,,5.0,21.0,1.0,1.0,0.0,37406,44,0,1,8.0,0,53.0,Unknown,Unknown,Male,692.7037037037037,9.0
kurtkiller42,,21.0,23.2,0.444444444,8.0,0.0,12132,117,0,0,1.0,0,16.0,Unknown,Unknown,Unknown,713.6470588235294,1.0
kurtyo,27.0,95.0,26.4375,0.716216216,3.0,2.0,30058,309,1,0,63.0,0,51.0,False,Adults,Male,578.0384615384615,64.0
kurzanoga,,7.0,19.66666667,0.571428571,1.0,0.0,18685,41,0,0,1.0,0,27.0,Unknown,Unknown,Female,667.3214285714286,1.0
kusabisauce,22.0,26.0,22.53846154,0.5625,4.0,0.0,24543,0,2,0,75.0,0,38.0,True,Adults,Male,629.3076923076923,77.0
kusavil,,2.0,20.5,0.5,1.0,0.0,25949,47,0,0,2.0,0,11.0,Unknown,Unknown,Unknown,2162.4166666666665,2.0
kussya,22.0,21.0,20.0625,0.684210526,5.0,0.0,47676,128,0,0,23.0,0,31.0,False,Adults,Female,1489.875,23.0
kussyakus,28.0,4.0,22.33333333,0.0,2.0,0.0,35965,38,0,1,14.0,0,60.0,False,Adults,Female,589.5901639344262,15.0
kuswansetiam,19.0,76.0,18.86764706,0.23943662,17.0,0.0,29454,180,0,1,97.0,0,16.0,False,Teens,Male,1732.5882352941176,98.0
kutsyi,20.0,10.0,21.66666667,0.7,5.0,0.0,11636,185,0,0,8.0,0,15.0,False,Teens,Male,727.25,8.0
kuttensau,,6.0,20.5,0.6,2.0,0.0,19917,113,0,0,7.0,0,12.0,True,Unknown,Male,1532.076923076923,7.0
kuubbaa,,43.0,19.82758621,0.513513514,7.0,0.0,37263,22,0,0,17.0,0,30.0,False,Unknown,Male,1202.032258064516,17.0
kuukkeli88,21.0,8.0,19.83333333,0.833333333,1.0,0.0,59464,36,0,1,,0,60.0,False,Adults,Male,974.8196721311475,
kuurainentaivas,20.0,28.0,21.94117647,0.277777778,4.0,0.0,41831,113,2,1,20.0,0,49.0,False,Teens,Female,836.62,23.0
kuurenai,,1.0,24.0,1.0,1.0,0.0,39054,0,0,0,1.0,0,20.0,False,Unknown,Unknown,1859.7142857142858,1.0
kuvasik,25.0,37.0,25.47826087,0.636363636,9.0,2.0,29520,0,2,1,15.0,0,53.0,False,Adults,Male,546.6666666666666,18.0
kuvbur,23.0,3.0,22.66666667,0.0,2.0,0.0,5835,6,0,0,0.0,0,5.0,False,Adults,Male,972.5,0.0
kvazar13,25.0,89.0,23.94666667,0.686746988,28.0,4.0,282792,487,4,1,48.0,0,35.0,False,Adults,Male,7855.333333333333,53.0
kvnps,19.0,24.0,21.94444444,0.80952381,11.0,0.0,68031,27,0,0,111.0,0,37.0,False,Teens,Male,1790.2894736842106,111.0
kwalbal,19.0,9.0,19.0,0.375,1.0,2.0,40029,48,6,0,108.0,0,55.0,False,Teens,Female,714.8035714285714,114.0
kwarner,18.0,5.0,20.0,1.0,3.0,0.0,59578,1,0,1,3.0,0,57.0,True,Teens,Female,1027.2068965517242,4.0
kwasny1906,17.0,9.0,19.125,0.777777778,1.0,0.0,33133,20,0,0,18.0,0,14.0,False,Teens,Male,2208.866666666667,18.0
kwawex,22.0,19.0,21.61111111,0.666666667,3.0,1.0,55056,15,0,1,21.0,0,55.0,False,Adults,Unknown,983.1428571428571,22.0
kwerfeldein,,201.0,28.24444444,0.865168539,15.0,3.0,43436,941,0,1,46.0,0,67.0,True,Unknown,Male,638.7647058823529,47.0
kwilcorr,25.0,13.0,24.0,0.7,2.0,0.0,108502,71,2,1,7.0,0,79.0,True,Adults,Male,1356.275,10.0
kwingf,22.0,28.0,22.66666667,0.590909091,1.0,0.0,39982,161,0,2,19.0,0,46.0,False,Adults,Male,850.6808510638298,21.0
kyabe02,,12.0,25.125,0.7,5.0,1.0,29002,0,0,0,3.0,0,9.0,False,Unknown,Male,2900.2,3.0
kyle6flukey,16.0,4.0,18.0,0.666666667,2.0,0.0,10097,1,0,0,3.0,0,11.0,False,Teens,Male,841.4166666666666,3.0
kylecar,,2.0,18.0,0.5,1.0,0.0,22570,0,0,0,2.0,0,16.0,True,Unknown,Male,1327.6470588235295,2.0
kyleclyne,19.0,8.0,20.71428571,0.714285714,3.0,1.0,149481,1,0,0,12.0,0,42.0,True,Teens,Male,3476.3023255813955,12.0
kyledefacis,,0.0,,,0.0,0.0,52219,2,0,0,0.0,0,19.0,Unknown,Unknown,Unknown,2610.95,0.0
kyleisnotagypsy,22.0,3.0,20.5,1.0,1.0,0.0,19849,1,0,0,3.0,0,6.0,True,Adults,Male,2835.5714285714284,3.0
kylekillmetal66,,16.0,22.21428571,0.857142857,1.0,0.0,50286,86,0,0,2.0,0,55.0,True,Unknown,Male,897.9642857142857,2.0
kylelittle91,20.0,3.0,22.66666667,1.0,1.0,0.0,8661,0,0,0,2.0,0,5.0,False,Teens,Male,1443.5,2.0
kylemagee,24.0,1.0,24.0,0.0,1.0,0.0,29311,19,0,1,0.0,0,39.0,True,Adults,Male,732.775,1.0
kyletheelog,21.0,46.0,22.73529412,0.931818182,12.0,1.0,36850,171,0,0,61.0,0,38.0,True,Adults,Male,944.8717948717949,61.0
kylevanderbur,,1.0,22.0,1.0,1.0,0.0,26281,0,0,0,1.0,0,21.0,Unknown,Unknown,Unknown,1194.590909090909,1.0
kylieosu,28.0,9.0,27.88888889,1.0,3.0,0.0,50605,92,0,0,10.0,0,79.0,True,Adults,Female,632.5625,10.0
kymbe,19.0,3.0,20.66666667,0.333333333,2.0,0.0,41265,0,0,1,2.0,0,45.0,False,Teens,Female,897.0652173913044,3.0
kynquinhe,25.0,42.0,23.225,0.789473684,8.0,1.0,81861,33,72,0,224.0,0,71.0,False,Adults,Male,1136.9583333333333,296.0
kyo-ku,23.0,78.0,19.81132076,0.203389831,22.0,1.0,131601,1252,0,0,1099.0,0,42.0,True,Adults,Female,3060.4883720930234,1099.0
kyodes,,12.0,27.0,0.8,5.0,2.0,44580,207,0,1,3.0,0,22.0,False,Unknown,Female,1938.2608695652175,4.0
kyokii,,8.0,23.0,0.333333333,3.0,0.0,41928,0,0,1,8.0,0,52.0,Unknown,Unknown,Unknown,791.0943396226415,9.0
kyopowa,22.0,25.0,22.35294118,0.619047619,9.0,0.0,146548,113,0,0,76.0,0,41.0,False,Adults,Male,3489.2380952380954,76.0
kyraensui,27.0,12.0,23.0,0.2,3.0,0.0,83600,169,0,1,14.0,0,61.0,True,Adults,Female,1348.3870967741937,15.0
kyrajo,,0.0,,,0.0,0.0,28058,0,0,0,1.0,0,16.0,Unknown,Unknown,Unknown,1650.4705882352941,1.0
kyrambo,,0.0,,,0.0,0.0,12553,0,0,0,0.0,0,19.0,True,Unknown,Male,627.65,0.0
kyri81,30.0,4.0,24.0,0.5,1.0,0.0,86368,1,4,1,10.0,0,72.0,False,Adults,Male,1183.123287671233,15.0
kyriewk,23.0,22.0,21.23529412,0.789473684,8.0,1.0,31281,126,0,0,20.0,0,12.0,False,Adults,Female,2406.230769230769,20.0
kyros1983,,0.0,,,0.0,0.0,16480,0,0,0,1.0,0,13.0,Unknown,Unknown,Unknown,1177.142857142857,1.0
kyuss88,23.0,47.0,25.54054054,0.658536585,12.0,1.0,51503,186,10,0,135.0,0,57.0,False,Adults,Male,887.9827586206897,145.0
kyyoo,,23.0,22.15384615,0.647058824,6.0,0.0,42520,181,7,2,28.0,0,30.0,False,Unknown,Male,1371.6129032258063,37.0
l-bot,26.0,10.0,28.28571429,0.714285714,3.0,1.0,54178,1,0,0,3.0,0,70.0,True,Adults,Male,763.0704225352113,3.0
l0sertalent,,9.0,25.8,0.857142857,6.0,0.0,53180,11,889,1,,0,62.0,Unknown,Unknown,Unknown,844.1269841269841,
l337turkey,18.0,12.0,23.4,0.9,4.0,2.0,47059,88,0,1,3.0,0,51.0,False,Teens,Male,904.9807692307693,4.0
l33t_sas,20.0,23.0,20.61904762,0.476190476,1.0,0.0,48522,111,825,1,136.0,0,70.0,False,Teens,Male,683.4084507042254,962.0
l3mur3n,27.0,13.0,29.16666667,0.75,2.0,0.0,45459,64,0,1,0.0,0,55.0,False,Adults,Male,811.7678571428571,1.0
l3ug1m,23.0,3.0,23.5,1.0,1.0,0.0,16913,0,0,1,0.0,0,27.0,False,Adults,Male,604.0357142857143,1.0
l4z4rus,19.0,33.0,19.76,0.5,9.0,1.0,49110,5,18,0,25.0,0,63.0,True,Teens,Male,767.34375,43.0
l930205,18.0,1.0,,1.0,1.0,0.0,10824,0,0,0,0.0,0,19.0,False,Teens,Unknown,541.2,0.0
l_obi,20.0,15.0,20.25,0.615384615,8.0,0.0,17706,54,2,0,,0,28.0,True,Teens,Female,610.551724137931,
l_onzo,20.0,18.0,20.35714286,0.875,7.0,0.0,14848,0,0,0,4.0,0,10.0,False,Teens,Unknown,1349.8181818181818,4.0
l_seeker,28.0,3.0,35.0,1.0,2.0,0.0,45160,31,0,2,7.0,0,56.0,False,Adults,Male,792.280701754386,9.0
la-belle-fou,,2.0,21.0,0.0,2.0,0.0,9045,0,0,0,3.0,0,6.0,False,Unknown,Female,1292.142857142857,3.0
