net_user,age,male,friend_cnt,avg_friend_age,avg_friend_male,friend_country_cnt,subscriber_friend_cnt,songsListened,subscription_spending_$,posts,playlists,shouts,adopter,tenure,good_country
gangbanggestapo,29.0,1.0,29.0,23.05263158,0.769230769,4.0,2.0,3726,19,0,1,15.0,0,44.0,0.0
veggierocker,21.0,0.0,11.0,26.625,0.7,7.0,0.0,5984,38,1,1,7.0,0,48.0,0.0
stilos_s,23.0,1.0,5.0,22.33333333,1.0,1.0,0.0,2458,33,0,0,7.0,1,26.0,0.0
mikecanale,22.0,1.0,7.0,21.0,1.0,1.0,0.0,36302,96,2,1,6.0,0,64.0,1.0
vladan88,23.0,1.0,11.0,23.90909091,1.0,8.0,0.0,9102,710,0,1,4.0,0,6.0,0.0
alejo_1988,23.0,,1.0,23.0,0.0,1.0,0.0,0,0,0,0,6.0,0,15.0,0.0
kuurainentaivas,20.0,0.0,28.0,21.94117647,0.277777778,4.0,0.0,41831,113,2,1,20.0,0,49.0,0.0
daisa4,,,0.0,,,0.0,0.0,513,4,0,1,1.0,0,22.0,
mmnndd,,,1.0,,,0.0,0.0,6999,0,0,0,1.0,0,51.0,
sastan_cz,25.0,1.0,14.0,24.18181818,0.615384615,1.0,0.0,16831,223,0,1,6.0,0,70.0,0.0
svartulv,,1.0,26.0,24.77272727,0.391304348,11.0,1.0,42621,0,0,1,,0,68.0,
anton_ina,,0.0,26.0,22.55555556,0.636363636,11.0,1.0,25889,90,2,0,136.0,0,28.0,0.0
theatro,,,1.0,23.0,0.0,1.0,0.0,0,0,0,0,0.0,0,64.0,0.0
bluesday,,,6.0,18.6,1.0,1.0,0.0,4413,58,0,1,2.0,0,36.0,
jstratton,21.0,1.0,4.0,24.0,0.333333333,1.0,0.0,1911,1,0,1,1.0,0,67.0,1.0
hevii,22.0,1.0,29.0,21.0,0.739130435,2.0,0.0,43152,76,22,1,36.0,0,72.0,0.0
abovegroundpool,,,1.0,,,1.0,0.0,276,11,0,0,1.0,0,37.0,
sarajeanslegend,22.0,0.0,110.0,22.27956989,0.87755102,12.0,3.0,30047,368,18,1,166.0,0,66.0,1.0
flipedout69,,,0.0,,,0.0,0.0,908,0,0,0,0.0,0,22.0,
bymrita,,0.0,1.0,,1.0,1.0,0.0,85,7,0,1,1.0,0,47.0,0.0
teddyweddy,,1.0,5.0,22.66666667,0.75,3.0,0.0,935,227,0,0,1.0,0,27.0,1.0
gazing_iscariot,28.0,0.0,6.0,27.8,0.833333333,3.0,0.0,4828,7,0,0,3.0,0,60.0,1.0
lostcaggy,,,0.0,,,0.0,0.0,10112,0,0,0,1.0,0,20.0,
domi169,20.0,0.0,21.0,21.27777778,0.444444444,10.0,0.0,5494,30,0,1,78.0,0,48.0,0.0
these_sourtimes,,0.0,19.0,23.92307692,0.5,3.0,0.0,9715,71,0,0,4.0,0,64.0,1.0
meltedfatmonkey,,,2.0,20.0,1.0,1.0,0.0,17590,0,0,0,2.0,0,24.0,
naskoff,,,1.0,,,0.0,0.0,1,1,0,0,2.0,0,34.0,
metalmeser1,17.0,1.0,11.0,19.75,0.75,3.0,0.0,88,2,0,0,27.0,0,23.0,1.0
panszef,28.0,1.0,60.0,21.65,0.698113208,3.0,2.0,59504,125,124,0,144.0,0,82.0,0.0
spiraleater,22.0,1.0,20.0,24.21428571,0.625,1.0,1.0,76042,378,0,1,8.0,0,52.0,1.0
enot_fuck_eeeee,16.0,1.0,14.0,16.9,0.307692308,5.0,0.0,965,237,0,1,2.0,0,5.0,0.0
starslayer3,19.0,0.0,5.0,19.8,0.25,4.0,0.0,4605,25,0,1,1.0,0,8.0,0.0
facing_goya,,1.0,1.0,20.0,1.0,1.0,0.0,3,0,0,0,2.0,0,18.0,1.0
serpentx,,1.0,10.0,19.55555556,0.875,3.0,1.0,17505,343,74,0,6.0,0,31.0,1.0
odaa-,18.0,0.0,41.0,20.48484849,0.555555556,18.0,1.0,39913,14,0,1,61.0,0,53.0,0.0
ozlemevrim,,,2.0,27.5,1.0,1.0,0.0,575,4,0,1,1.0,0,37.0,
crushonxoxo,30.0,,1.0,33.0,1.0,1.0,0.0,21351,45,0,1,1.0,0,39.0,
kalimero77,34.0,1.0,7.0,27.4,0.833333333,2.0,0.0,5142,22,0,1,3.0,0,69.0,1.0
tom_bird,20.0,1.0,12.0,21.27272727,0.666666667,2.0,0.0,11318,16,8,0,14.0,0,33.0,0.0
ond-mis,24.0,1.0,12.0,24.375,0.75,4.0,0.0,371,4,2,0,35.0,0,71.0,0.0
dogandpony2010,,,0.0,,,0.0,0.0,78369,0,0,0,1.0,0,15.0,
romazotti,17.0,1.0,5.0,19.25,0.5,1.0,0.0,11193,232,1,0,2.0,0,6.0,0.0
matitaviola,,,9.0,38.16666667,0.5,2.0,1.0,3300,4,0,1,8.0,0,36.0,
aninhumer,,1.0,2.0,19.0,1.0,1.0,0.0,2449,29,0,1,2.0,0,59.0,1.0
dendritus,,0.0,2.0,24.0,0.5,1.0,0.0,2716,386,0,1,5.0,0,65.0,
londonochiru,,,0.0,,,0.0,0.0,27305,0,0,1,1.0,0,18.0,
nic_bec75,24.0,0.0,1.0,23.0,0.0,1.0,0.0,25,19,0,1,1.0,0,38.0,0.0
guitarchick16,20.0,0.0,23.0,21.25,0.636363636,7.0,0.0,3789,325,14,1,29.0,0,46.0,0.0
geosun13,,,1.0,26.0,1.0,1.0,0.0,248,11,0,1,0.0,0,63.0,
avelas67,21.0,1.0,2.0,,1.0,1.0,0.0,576,221,0,1,1.0,1,28.0,0.0
domiiniikaa,17.0,0.0,3.0,20.0,0.666666667,1.0,1.0,3,23,0,1,0.0,0,13.0,0.0
sallykram,18.0,0.0,0.0,,,0.0,0.0,279,12,0,1,2.0,0,13.0,0.0
thebine,,0.0,2.0,21.0,0.5,1.0,0.0,577,0,0,0,6.0,0,37.0,
popcorn103,26.0,0.0,1.0,27.0,1.0,1.0,0.0,0,0,0,0,1.0,0,20.0,0.0
largadas,,,1.0,,0.0,1.0,0.0,65,0,0,0,2.0,0,34.0,
imuptonogood,,,15.0,18.81818182,0.454545455,6.0,0.0,6803,162,0,1,3.0,0,5.0,
opsman0001,,1.0,1.0,,1.0,1.0,0.0,196,11,0,1,1.0,1,34.0,1.0
re-110101001,,1.0,13.0,20.55555556,0.818181818,2.0,2.0,26643,29,0,0,4.0,0,32.0,0.0
funkxo,20.0,1.0,27.0,22.85714286,0.36,8.0,1.0,36925,37,0,0,32.0,0,36.0,0.0
nemesis05,,,1.0,20.0,0.0,1.0,0.0,24,0,0,0,1.0,0,33.0,
kinga1502,23.0,,13.0,22.0,0.727272727,1.0,0.0,40492,506,3,1,12.0,0,45.0,0.0
bladrus,23.0,0.0,1.0,24.0,0.0,1.0,0.0,6,0,0,1,1.0,0,59.0,0.0
hcforums,23.0,1.0,33.0,25.42857143,0.615384615,9.0,1.0,80878,15,436,0,343.0,0,76.0,0.0
adolfo__t__,20.0,1.0,4.0,25.75,1.0,3.0,1.0,13477,650,0,0,6.0,0,13.0,0.0
mimimietzz,27.0,0.0,20.0,26.90909091,0.588235294,3.0,3.0,28188,101,0,2,12.0,1,38.0,1.0
lilredbite,27.0,,55.0,30.63333333,0.785714286,16.0,1.0,2536,137,0,1,36.0,0,51.0,0.0
fendr1320,,1.0,12.0,25.11111111,0.888888889,4.0,0.0,6053,9,0,0,1.0,0,9.0,1.0
simplegamer,,,0.0,,,0.0,0.0,9702,1008,0,1,1.0,0,42.0,
beule666,35.0,1.0,8.0,26.5,1.0,1.0,0.0,42574,201,0,1,8.0,0,53.0,1.0
brandaan,53.0,1.0,1.0,,,1.0,0.0,3216,0,0,0,5.0,0,54.0,0.0
duncan_rebel,27.0,1.0,37.0,26.04166667,0.620689655,3.0,1.0,61216,214,4,2,61.0,1,42.0,0.0
afinofono,22.0,1.0,3.0,20.0,0.666666667,1.0,0.0,6850,137,0,0,3.0,0,27.0,0.0
siyanab,,0.0,1.0,33.0,1.0,1.0,0.0,1105,1,0,1,0.0,0,47.0,0.0
hsiehm,27.0,1.0,2.0,25.0,1.0,1.0,0.0,9099,0,0,0,0.0,0,63.0,1.0
kaminarimon,,,0.0,,,0.0,0.0,10131,0,0,0,1.0,0,32.0,
altaglobe,,,1.0,,,1.0,0.0,26856,22,0,1,1.0,0,47.0,
inversethis,25.0,1.0,9.0,25.16666667,0.2,3.0,1.0,50636,32,58,0,59.0,0,73.0,0.0
serfrank,,,1.0,,,0.0,0.0,8,0,0,0,1.0,0,35.0,
master-noodler,21.0,1.0,8.0,21.33333333,1.0,2.0,0.0,6609,75,1,1,7.0,1,55.0,1.0
dcsound,27.0,1.0,4.0,29.0,0.25,1.0,0.0,8738,31,0,0,2.0,0,36.0,1.0
waiwallzzz,,,0.0,,,0.0,0.0,78972,0,0,0,2.0,0,32.0,
joanpmi,,1.0,3.0,,,0.0,0.0,18922,4,0,1,1.0,0,36.0,0.0
schaderian,20.0,1.0,32.0,20.40909091,0.620689655,6.0,0.0,15478,542,4,0,52.0,0,42.0,0.0
make_history,20.0,1.0,4.0,22.25,0.5,3.0,0.0,78,0,0,0,5.0,0,46.0,1.0
edituliukas,17.0,0.0,1.0,20.0,1.0,1.0,0.0,10,9,0,3,1.0,0,28.0,0.0
urizenspeaks,,1.0,5.0,24.66666667,1.0,3.0,0.0,9718,36,3,0,9.0,0,20.0,1.0
anashevan,21.0,0.0,32.0,22.96153846,0.888888889,8.0,0.0,6850,0,0,0,1.0,0,36.0,0.0
lubczyklc,18.0,1.0,62.0,18.59183674,0.448275862,7.0,1.0,53141,345,20,0,70.0,0,31.0,0.0
ookunsei,,,0.0,,,0.0,0.0,4222,351,0,2,1.0,1,38.0,
viniasia,16.0,0.0,2.0,18.0,0.5,1.0,0.0,20,16,0,1,1.0,0,14.0,0.0
jolego,,,1.0,23.0,,1.0,0.0,3153,0,0,0,0.0,0,64.0,
kbkota,20.0,1.0,6.0,20.8,0.25,2.0,0.0,16363,53,0,0,12.0,0,20.0,0.0
boniglia,27.0,,1.0,38.0,1.0,1.0,0.0,191,1,0,0,3.0,0,36.0,0.0
hectillo,,1.0,5.0,23.4,1.0,1.0,0.0,2169,7,0,0,4.0,0,39.0,
ccapocalypse,,,0.0,,,0.0,0.0,259,61,0,0,0.0,0,18.0,
cjgillette,,,1.0,24.0,1.0,1.0,0.0,11012,12,0,0,1.0,0,14.0,
blondie1989,,0.0,1.0,,1.0,1.0,0.0,941,0,0,1,1.0,0,53.0,
dmarques,,,10.0,27.33333333,0.777777778,1.0,0.0,1921,0,0,0,4.0,0,49.0,0.0
kalmia,25.0,0.0,5.0,26.4,0.4,4.0,0.0,8444,0,0,0,0.0,0,83.0,1.0
francnanz,35.0,1.0,39.0,29.20833333,0.823529412,10.0,2.0,50510,371,2,2,142.0,0,39.0,0.0
kuldahar,,,1.0,29.0,1.0,1.0,0.0,1045,0,0,0,1.0,0,60.0,
aldoacss,,,1.0,29.0,1.0,1.0,0.0,0,0,0,0,1.0,0,28.0,
solncasvet,25.0,,7.0,24.5,0.5,2.0,0.0,28486,295,0,0,6.0,1,63.0,0.0
hukeram,,1.0,50.0,20.51515152,0.866666667,8.0,0.0,73613,21,13,1,118.0,0,66.0,1.0
destroytheheart,27.0,0.0,2.0,24.0,1.0,2.0,0.0,672,0,0,0,2.0,0,67.0,0.0
knuck,22.0,,53.0,25.18918919,0.723404255,6.0,0.0,45785,57,5,1,45.0,0,65.0,0.0
dstan92,,,10.0,17.85714286,0.714285714,1.0,0.0,363,24,0,0,1.0,0,9.0,
sadsaccharine,32.0,1.0,4.0,30.66666667,1.0,1.0,0.0,30,0,0,1,1.0,0,58.0,1.0
idragbehind_x3,18.0,0.0,140.0,18.51639344,0.448818898,22.0,3.0,85561,85,0,1,53.0,0,14.0,0.0
reed84,27.0,1.0,3.0,29.0,0.0,1.0,0.0,11055,20,0,1,2.0,0,45.0,1.0
mssmurphie,,0.0,1.0,30.0,1.0,1.0,1.0,9575,17,0,1,1.0,0,48.0,1.0
weird_cat,,,18.0,29.8,0.785714286,5.0,1.0,11784,189,0,1,2.0,0,59.0,
hassan-muc,45.0,1.0,0.0,,,0.0,0.0,104378,8,0,1,4.0,1,48.0,1.0
arnty,,,1.0,23.0,1.0,1.0,0.0,1415,0,0,0,1.0,0,38.0,
thefairyofnight,,,0.0,,,0.0,0.0,978,170,0,0,1.0,0,15.0,
xiscoxisco,23.0,,13.0,22.125,0.5,6.0,0.0,15207,18,0,0,7.0,0,16.0,0.0
steezy20,24.0,1.0,15.0,24.6,0.692307692,2.0,0.0,74874,94,0,1,20.0,1,57.0,1.0
klpdjolanta,,,1.0,,0.0,1.0,0.0,582,17,0,0,2.0,0,41.0,
aesthete1,29.0,1.0,3.0,23.33333333,0.666666667,2.0,1.0,904,0,0,0,2.0,0,30.0,
anitnelav,28.0,,1.0,,1.0,1.0,0.0,0,0,0,0,1.0,0,48.0,0.0
champion_x,,1.0,57.0,24.68888889,0.666666667,6.0,0.0,45294,362,4,1,58.0,0,39.0,
albertopelayo,,,1.0,21.0,1.0,1.0,0.0,1,0,0,0,2.0,0,14.0,
ozh,33.0,,5.0,,0.666666667,2.0,0.0,33486,438,9,1,1.0,0,98.0,1.0
morty69sam,,1.0,1.0,23.0,1.0,1.0,0.0,0,1,1,1,6.0,0,47.0,0.0
koolrebel,43.0,1.0,5.0,21.0,1.0,2.0,1.0,8687,38,0,2,3.0,0,36.0,1.0
stary-night,31.0,0.0,4.0,32.0,0.25,2.0,0.0,21,7,0,0,5.0,0,24.0,1.0
butterscotch68,43.0,0.0,1.0,21.0,1.0,1.0,0.0,0,0,0,0,1.0,0,23.0,1.0
magoth666,,1.0,3.0,18.0,1.0,1.0,0.0,264,2,0,0,3.0,0,11.0,1.0
et_afig,,1.0,5.0,30.66666667,1.0,4.0,0.0,9272,47,0,0,0.0,0,30.0,
xjackal,,,2.0,23.0,1.0,1.0,0.0,8353,32,0,1,2.0,0,36.0,
bobrina,,,0.0,,,0.0,0.0,3328,0,0,0,1.0,0,24.0,
csmale,,,0.0,,,0.0,0.0,1326,0,0,0,1.0,0,15.0,
riinen,19.0,,6.0,20.0,0.5,2.0,0.0,234,3,1,0,61.0,0,65.0,0.0
stresscat,22.0,0.0,4.0,26.0,1.0,3.0,0.0,14226,0,0,0,6.0,0,47.0,0.0
whodiedalone,20.0,1.0,20.0,21.75,0.4375,2.0,0.0,6703,113,1,0,15.0,0,34.0,0.0
mattpollitt,25.0,1.0,1.0,25.0,1.0,1.0,0.0,3541,1,0,0,2.0,0,55.0,1.0
jembananty,,1.0,1.0,19.0,1.0,1.0,0.0,24438,138,0,0,1.0,0,15.0,0.0
darkthrone90,20.0,1.0,14.0,20.66666667,0.923076923,1.0,0.0,7700,318,49,1,176.0,0,55.0,0.0
guitarman357,,,5.0,27.5,0.0,5.0,0.0,540,6,0,1,3.0,0,16.0,
izzie512,16.0,0.0,133.0,19.22881356,0.532786885,25.0,1.0,4947,322,0,0,151.0,0,27.0,0.0
tyr_spb,,,1.0,32.0,1.0,1.0,0.0,10422,53,0,0,2.0,0,64.0,
-m_art_in-,22.0,1.0,90.0,22.31818182,0.473684211,21.0,2.0,68217,787,0,1,53.0,1,39.0,0.0
sniper68,19.0,1.0,1.0,20.0,0.0,1.0,0.0,19377,29,2,0,1.0,0,37.0,1.0
shitxhappens,22.0,0.0,47.0,22.74358974,0.954545455,23.0,0.0,1545,0,0,0,61.0,0,54.0,0.0
martindonelan,,1.0,1.0,20.0,0.0,1.0,0.0,2952,4,0,0,4.0,0,12.0,
chiefin,22.0,0.0,40.0,25.32352941,0.756756757,6.0,7.0,183125,12,1,1,87.0,0,71.0,0.0
charsmith,23.0,0.0,69.0,23.57142857,0.654545455,14.0,1.0,20878,746,0,1,145.0,0,36.0,0.0
yuekim,,1.0,15.0,28.85714286,0.75,3.0,1.0,2577,11,0,7,1.0,0,40.0,0.0
ryhuj,,1.0,6.0,25.33333333,0.8,1.0,0.0,2810,27,0,0,0.0,0,66.0,0.0
sinny,,1.0,7.0,24.2,0.333333333,4.0,0.0,21325,5,3,0,13.0,0,92.0,0.0
x00xie,,,0.0,,,0.0,0.0,34,0,0,0,1.0,0,42.0,1.0
matthewhack,22.0,1.0,2.0,21.0,1.0,1.0,0.0,2605,0,0,0,1.0,0,80.0,0.0
mutalisk,23.0,1.0,2.0,24.0,1.0,1.0,0.0,1734,1,1,1,0.0,0,60.0,0.0
miraposa,25.0,0.0,6.0,25.33333333,1.0,4.0,0.0,3418,5,0,0,0.0,0,36.0,1.0
xahtep,21.0,1.0,24.0,22.75,0.714285714,6.0,1.0,24753,31,0,1,14.0,1,72.0,0.0
maakeshift,16.0,1.0,31.0,18.85,0.869565217,5.0,0.0,18908,429,0,0,54.0,1,13.0,0.0
sahe_79,32.0,0.0,2.0,33.0,0.5,1.0,1.0,23,1,0,1,2.0,0,30.0,1.0
mausimo,,,1.0,33.0,,1.0,0.0,0,0,0,0,1.0,0,50.0,
nataliebrown,,0.0,199.0,28.0,0.67032967,39.0,10.0,5001,39,0,1,56.0,0,54.0,1.0
eldave74,37.0,1.0,2.0,43.0,1.0,1.0,0.0,21189,133,0,1,0.0,0,47.0,1.0
j0llero,,,1.0,18.0,1.0,1.0,0.0,938,9,0,1,1.0,0,27.0,
julioenge,29.0,1.0,9.0,28.0,0.714285714,2.0,1.0,69399,47,0,2,0.0,0,65.0,0.0
stra_music,30.0,1.0,32.0,28.3,0.684210526,7.0,0.0,26286,90,0,0,11.0,0,34.0,0.0
jacksknight,,1.0,1.0,27.0,0.0,1.0,0.0,63,0,0,0,1.0,0,12.0,
kyokiseunghyun,17.0,0.0,2.0,17.0,0.0,1.0,0.0,528,302,0,0,9.0,0,21.0,1.0
kiyadarkgreen,25.0,0.0,2.0,25.0,0.0,1.0,0.0,2901,33,0,1,7.0,0,56.0,1.0
sartika,,,3.0,35.0,1.0,2.0,0.0,572,11,0,0,2.0,0,52.0,
gabishay,,,0.0,,,0.0,0.0,21,0,0,0,1.0,0,30.0,
barbwiireee,17.0,0.0,100.0,20.32467533,0.6,15.0,5.0,28764,190,2,0,60.0,0,22.0,1.0
wokoman,21.0,1.0,92.0,23.84848485,0.927710843,5.0,5.0,193803,2102,1251,1,197.0,1,74.0,0.0
ispipipi,,,1.0,34.0,1.0,1.0,1.0,1914,27,0,0,1.0,0,53.0,
charmazeum,,,0.0,,,0.0,0.0,1349,257,0,1,0.0,0,25.0,
rrrroy88,23.0,1.0,23.0,22.22222222,0.45,5.0,0.0,18043,81,0,0,15.0,0,25.0,
bjorchen,,,1.0,20.0,1.0,1.0,0.0,1,0,0,0,6.0,0,50.0,
lalobro,21.0,0.0,5.0,23.25,0.25,2.0,0.0,588,31,0,1,3.0,0,36.0,0.0
sulaf,21.0,1.0,4.0,20.66666667,1.0,1.0,0.0,0,0,0,0,3.0,0,49.0,1.0
kuumajuha,,,3.0,24.0,1.0,1.0,0.0,1920,4,0,1,2.0,0,49.0,
carolcottone,,0.0,3.0,52.0,0.666666667,2.0,0.0,2756,221,0,1,2.0,1,27.0,1.0
kapitannapleta,20.0,1.0,27.0,20.11764706,0.476190476,4.0,0.0,38352,1,0,0,8.0,0,20.0,0.0
tinfoil_tiara,24.0,0.0,4.0,22.0,0.0,1.0,0.0,6125,42,0,0,5.0,0,34.0,1.0
warkoczowa,19.0,0.0,1.0,40.0,1.0,1.0,0.0,202,0,0,0,1.0,0,57.0,0.0
somberbrero,,,2.0,22.0,0.5,1.0,0.0,4,0,0,0,1.0,0,32.0,
flyingfi5h,,,1.0,45.0,0.0,1.0,0.0,146,6,0,2,0.0,0,14.0,
delarroto,25.0,,7.0,26.25,0.571428571,1.0,0.0,3176,1,0,1,41.0,0,56.0,0.0
halpi,21.0,,2.0,21.5,0.5,1.0,0.0,6716,10,0,0,1.0,0,40.0,1.0
liizzaa,21.0,0.0,9.0,23.0,0.5,2.0,0.0,2369,8,0,1,2.0,0,54.0,1.0
chory_czlowiek,19.0,1.0,5.0,20.0,0.6,1.0,0.0,8784,18,0,0,0.0,0,19.0,0.0
pollon78,32.0,0.0,11.0,34.66666667,0.857142857,5.0,0.0,2544,154,2,1,11.0,0,60.0,0.0
pablors_7,20.0,1.0,46.0,21.34375,0.611111111,8.0,1.0,60410,42,5,0,29.0,0,52.0,0.0
ttowandaa,,,0.0,,,0.0,0.0,1420,93,0,1,1.0,0,19.0,
barbu_doru,23.0,1.0,4.0,20.0,0.25,2.0,0.0,9405,335,0,2,17.0,0,53.0,0.0
velanueva,29.0,0.0,1.0,29.0,1.0,1.0,0.0,1293,42,0,1,5.0,0,20.0,0.0
matownsend,44.0,,1.0,40.0,,1.0,0.0,8870,13,0,0,1.0,0,39.0,
nereidaf,,0.0,2.0,,0.0,0.0,0.0,0,0,0,0,2.0,0,44.0,0.0
usmcied,43.0,1.0,0.0,,,0.0,0.0,472,131,0,0,0.0,0,23.0,1.0
grisdbaum,24.0,1.0,10.0,22.0,0.4,1.0,0.0,6391,55,0,0,6.0,0,39.0,1.0
opioupoi,20.0,1.0,78.0,20.04761905,0.648648649,17.0,2.0,9907,59,0,0,33.0,1,24.0,0.0
play3rftw,19.0,,1.0,,1.0,1.0,0.0,1138,1463,0,0,0.0,0,22.0,
forjann,,,0.0,,,0.0,0.0,0,0,0,0,2.0,0,11.0,
japappydee,,1.0,2.0,,0.0,2.0,0.0,1632,1,0,0,3.0,0,16.0,
rust_decay,,,4.0,20.66666667,1.0,2.0,0.0,7760,0,0,0,7.0,0,16.0,
elkozzo,26.0,1.0,3.0,27.5,0.5,1.0,0.0,379,1,1,0,2.0,0,57.0,0.0
dandjlane,,,1.0,,1.0,1.0,0.0,1470,393,0,0,1.0,0,21.0,
baharevmv,24.0,1.0,3.0,20.66666667,0.333333333,2.0,0.0,541,52,0,2,1.0,0,15.0,0.0
paganruler,30.0,1.0,1.0,18.0,0.0,1.0,0.0,985,0,1,0,1.0,0,19.0,1.0
wwwun,,,10.0,20.55555556,0.888888889,7.0,2.0,0,0,0,0,2.0,0,13.0,0.0
kuratakeshima,19.0,0.0,30.0,21.48,0.461538462,10.0,1.0,94537,185,1,1,24.0,0,40.0,0.0
dieschwesther,,,17.0,28.75,0.375,2.0,0.0,5127,155,0,1,3.0,1,38.0,
jekaafm,21.0,0.0,14.0,21.16666667,0.454545455,4.0,1.0,10992,135,0,0,63.0,0,9.0,0.0
kristi-and,19.0,1.0,6.0,20.8,0.8,1.0,0.0,53486,67,0,0,4.0,0,38.0,0.0
johnnyjebus,32.0,,2.0,21.0,1.0,2.0,0.0,862,22,0,0,0.0,0,17.0,1.0
fcolacino,,1.0,1.0,35.0,1.0,1.0,0.0,317,0,0,1,1.0,0,42.0,
jasperhb,,,0.0,,,0.0,0.0,2956,0,0,0,1.0,0,39.0,
timbo87ltj,,1.0,3.0,23.66666667,0.5,1.0,0.0,76,0,0,0,3.0,0,62.0,
frangotrindade,14.0,1.0,1.0,16.0,1.0,1.0,0.0,1049,1,0,0,1.0,0,21.0,0.0
superassi,,,3.0,32.0,0.333333333,2.0,0.0,3660,36,0,1,1.0,0,37.0,
svenska03,21.0,0.0,6.0,25.8,1.0,1.0,0.0,771,26,0,0,8.0,0,38.0,1.0
melcavalera,28.0,1.0,23.0,25.85714286,0.5,3.0,4.0,25977,52,0,3,6.0,0,70.0,0.0
letitdown1625,23.0,0.0,3.0,23.0,0.666666667,2.0,0.0,1905,4,0,1,3.0,0,56.0,
stilts77,,,0.0,,,0.0,0.0,5531,2,0,1,1.0,0,24.0,
dnbfreak123,20.0,1.0,1.0,19.0,1.0,1.0,0.0,192,0,0,1,2.0,0,45.0,1.0
sp_key,,,0.0,,,0.0,0.0,697,6,0,0,1.0,0,40.0,
jp316,,1.0,1.0,23.0,,1.0,0.0,8584,116,0,1,3.0,0,59.0,0.0
goddessbrighid,,0.0,10.0,23.2,0.4,2.0,1.0,18484,170,2,0,8.0,0,33.0,1.0
madonnaeuteamo,35.0,1.0,1.0,17.0,1.0,1.0,0.0,37,0,0,0,5.0,0,27.0,0.0
rhumiche,,1.0,0.0,,,0.0,0.0,6140,0,0,0,1.0,0,13.0,
gunmonkey10,,,3.0,20.5,1.0,1.0,0.0,27933,0,0,0,1.0,0,8.0,
stoyak235,23.0,1.0,1.0,22.0,1.0,1.0,0.0,301,4,0,0,4.0,0,62.0,0.0
alicekate89,21.0,0.0,24.0,23.4,0.818181818,4.0,0.0,32670,21,0,0,8.0,0,29.0,1.0
jo-jo-mo,,,1.0,,,0.0,0.0,1338,5,0,0,2.0,0,7.0,
operations,26.0,1.0,6.0,31.5,0.5,5.0,1.0,7522,127,1,2,0.0,0,56.0,1.0
mjtaken,,0.0,6.0,17.83333333,0.333333333,4.0,0.0,53,8,0,0,8.0,0,23.0,1.0
katyconfusion,20.0,0.0,1.0,24.0,1.0,1.0,0.0,795,641,0,1,2.0,0,48.0,1.0
rilakkuma-chan,17.0,0.0,11.0,18.375,0.727272727,1.0,0.0,4584,42,0,0,4.0,0,16.0,1.0
missexceptional,,0.0,40.0,17.4375,0.368421053,6.0,0.0,17151,61,1,1,122.0,0,32.0,0.0
nlarsson,,1.0,6.0,28.0,1.0,1.0,0.0,4943,0,0,0,1.0,0,36.0,0.0
skrzat1984,,0.0,2.0,24.5,1.0,1.0,1.0,1492,2,0,0,2.0,0,50.0,
blogman_ru,,1.0,0.0,,,0.0,0.0,989,0,0,0,1.0,0,17.0,
fernandopicelli,,,1.0,30.0,1.0,1.0,0.0,174,0,0,0,1.0,0,56.0,
meskalita,21.0,0.0,7.0,25.0,1.0,4.0,0.0,13037,0,0,0,6.0,0,37.0,0.0
yukoimada,23.0,0.0,8.0,37.5,0.6,1.0,1.0,27808,669,0,1,7.0,0,58.0,
licheelichee,19.0,,4.0,24.0,0.333333333,3.0,0.0,1788,4,0,0,5.0,0,26.0,0.0
ugenid,,,1.0,19.0,0.0,1.0,0.0,20523,28,0,0,1.0,0,37.0,
b31ph390r,,,1.0,25.0,,1.0,1.0,18036,46,0,0,1.0,0,37.0,
bombel6789,,,1.0,22.0,0.0,1.0,0.0,60,0,0,0,1.0,0,44.0,
taekken,20.0,0.0,1.0,,0.0,1.0,0.0,4178,49,0,0,0.0,0,24.0,1.0
ksaver91,20.0,1.0,3.0,19.33333333,1.0,1.0,0.0,882,0,0,0,3.0,0,32.0,1.0
xxx13xxx,27.0,1.0,8.0,27.16666667,0.571428571,2.0,0.0,17323,0,0,1,3.0,0,58.0,0.0
devious83,,,0.0,,,0.0,0.0,226,81,0,0,0.0,0,14.0,
halon57,,,1.0,19.0,0.0,1.0,0.0,0,0,0,1,0.0,0,24.0,
isopiia,33.0,0.0,16.0,30.16666667,0.538461539,1.0,0.0,21062,10,1,0,2.0,0,85.0,0.0
opiate23,26.0,0.0,85.0,24.82089552,0.797468354,22.0,4.0,21918,264,0,2,4.0,0,44.0,1.0
spermy27,,,1.0,39.0,1.0,1.0,0.0,766,0,0,0,2.0,0,46.0,
greglaraia616,21.0,1.0,11.0,21.0,0.7,1.0,1.0,60218,2,0,0,2.0,0,28.0,1.0
rrissoul,19.0,1.0,5.0,18.25,0.333333333,4.0,0.0,55,1,0,0,1.0,0,4.0,0.0
markalterio,,,0.0,,,0.0,0.0,16848,1,0,0,1.0,0,16.0,
grantyno1,,1.0,1.0,30.0,1.0,1.0,0.0,331,266,0,0,0.0,0,70.0,
cancionbonita,,,2.0,28.0,0.5,1.0,0.0,10828,40,0,1,0.0,0,33.0,
khsargenius,,1.0,5.0,31.66666667,0.0,2.0,0.0,16896,5281,2,2,5.0,0,62.0,0.0
elektrahouse,26.0,0.0,23.0,32.84615385,0.761904762,13.0,4.0,2676,59,0,0,14.0,0,37.0,
